epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,831.506,1.46432,2.00287,1.29671,0.32658,0.31035,0.25856,0.15012,1.59761,2.32668,1.38329,0.000643101,0.000643101,0.000643101
43,844.144,1.45879,1.96798,1.28841,0.33096,0.32132,0.26467,0.15095,1.58536,2.26763,1.364,0.000628101,0.000628101,0.000628101
44,855.978,1.44467,1.94851,1.27613,0.31759,0.31811,0.26371,0.15895,1.59112,2.38807,1.36977,0.000612981,0.000612981,0.000612981
45,866.5,1.45244,1.93047,1.28296,0.34759,0.32185,0.27496,0.15883,1.59565,2.28851,1.36932,0.000597754,0.000597754,0.000597754
46,876.939,1.43432,1.91489,1.27562,0.34057,0.32152,0.27118,0.15528,1.58234,2.25139,1.3614,0.000582435,0.000582435,0.000582435
47,887.54,1.44234,1.92316,1.27554,0.32583,0.32227,0.26734,0.15692,1.59243,2.28444,1.36146,0.00056704,0.00056704,0.00056704
48,898.212,1.44194,1.87527,1.27461,0.34512,0.31678,0.27231,0.15873,1.5959,2.28897,1.37024,0.000551584,0.000551584,0.000551584
49,908.948,1.42261,1.86221,1.27309,0.36896,0.31163,0.27506,0.15767,1.59905,2.28028,1.36508,0.000536081,0.000536081,0.000536081
50,919.862,1.41984,1.85338,1.25927,0.32479,0.33683,0.28407,0.16585,1.58529,2.23163,1.35372,0.000520548,0.000520548,0.000520548
51,932.542,1.43036,1.80525,1.26289,0.33125,0.33749,0.28167,0.16567,1.5951,2.27001,1.36434,0.000505,0.000505,0.000505
52,944.158,1.42079,1.79999,1.2578,0.38704,0.32407,0.28012,0.16279,1.59576,2.25466,1.36166,0.000489452,0.000489452,0.000489452
53,955.835,1.41489,1.79642,1.25305,0.36041,0.32577,0.28398,0.16465,1.59197,2.23481,1.36489,0.000473919,0.000473919,0.000473919
54,968.091,1.40863,1.75021,1.2472,0.33008,0.33958,0.27686,0.16173,1.58444,2.29514,1.3486,0.000458416,0.000458416,0.000458416
55,980.17,1.39184,1.73847,1.24475,0.36713,0.34293,0.29415,0.17139,1.58519,2.26863,1.35447,0.00044296,0.00044296,0.00044296
56,991.952,1.39139,1.7577,1.24378,0.37319,0.33226,0.2885,0.16846,1.58877,2.24998,1.36078,0.000427565,0.000427565,0.000427565
57,1003.55,1.39633,1.7122,1.24092,0.36286,0.35472,0.30301,0.17653,1.58223,2.18944,1.3647,0.000412246,0.000412246,0.000412246
58,1016.17,1.38258,1.73347,1.24795,0.35586,0.33268,0.29206,0.17228,1.59539,2.25278,1.36896,0.000397019,0.000397019,0.000397019
59,1028.15,1.37693,1.7229,1.24168,0.38225,0.33804,0.30635,0.1791,1.58265,2.24778,1.34755,0.000381899,0.000381899,0.000381899
