epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,108.878,0.78221,0.70236,1.15929,0.92795,0.84759,0.89672,0.71781,0.82041,0.72129,1.24174,0.000643101,0.000643101,0.000643101
43,111.396,0.78652,0.6748,1.17314,0.83374,0.81868,0.87239,0.70348,0.78386,0.84016,1.21517,0.000628101,0.000628101,0.000628101
44,114.03,0.75347,0.68358,1.14458,0.91819,0.79886,0.87484,0.70828,0.78515,0.64124,1.20678,0.000612981,0.000612981,0.000612981
45,116.586,0.76091,0.66354,1.16501,0.92009,0.82988,0.88603,0.71179,0.7484,0.64391,1.17387,0.000597754,0.000597754,0.000597754
46,119.233,0.76839,0.69206,1.16492,0.88202,0.82928,0.86744,0.7515,0.72548,0.6344,1.14642,0.000582435,0.000582435,0.000582435
47,121.78,0.76325,0.69275,1.15713,0.87247,0.84529,0.89554,0.76377,0.70456,0.66656,1.12715,0.00056704,0.00056704,0.00056704
48,124.412,0.75768,0.67785,1.15479,0.85202,0.86076,0.90073,0.73847,0.78035,0.64134,1.21598,0.000551584,0.000551584,0.000551584
49,126.882,0.74538,0.66359,1.13901,0.8874,0.88628,0.91562,0.76646,0.73198,0.59072,1.16239,0.000536081,0.000536081,0.000536081
50,129.556,0.74202,0.63837,1.14171,0.90854,0.89731,0.93167,0.79741,0.70069,0.54081,1.1175,0.000520548,0.000520548,0.000520548
51,132.102,0.72124,0.61269,1.13591,0.89841,0.87695,0.91575,0.7874,0.70107,0.54208,1.1225,0.000505,0.000505,0.000505
52,134.848,0.73779,0.67632,1.17375,0.92819,0.85529,0.91394,0.78169,0.72501,0.54728,1.13482,0.000489452,0.000489452,0.000489452
53,137.426,0.72193,0.6286,1.13899,0.89393,0.87696,0.90183,0.79608,0.67836,0.57493,1.12626,0.000473919,0.000473919,0.000473919
54,140.015,0.72236,0.63977,1.13237,0.94612,0.83332,0.91044,0.7474,0.70852,0.55185,1.19661,0.000458416,0.000458416,0.000458416
55,142.58,0.72905,0.61409,1.14759,0.91748,0.79223,0.89324,0.73937,0.75395,0.67772,1.20678,0.00044296,0.00044296,0.00044296
56,145.148,0.70378,0.63517,1.12342,0.8602,0.89559,0.93691,0.76068,0.70847,0.64743,1.14769,0.000427565,0.000427565,0.000427565
57,147.6,0.70636,0.61147,1.12537,0.86265,0.9043,0.92998,0.77873,0.72398,0.53378,1.15405,0.000412246,0.000412246,0.000412246
58,150.136,0.68499,0.61079,1.10291,0.88304,0.87529,0.93341,0.76158,0.71463,0.53038,1.15836,0.000397019,0.000397019,0.000397019
59,152.681,0.69593,0.61678,1.11982,0.89934,0.92299,0.9491,0.78496,0.70844,0.5421,1.14655,0.000381899,0.000381899,0.000381899
60,155.199,0.71137,0.59846,1.12583,0.87997,0.87135,0.91219,0.77544,0.70418,0.54856,1.14619,0.000366899,0.000366899,0.000366899
61,157.731,0.64897,0.53675,1.08759,0.90474,0.85529,0.92385,0.78383,0.68626,0.53012,1.1227,0.000352037,0.000352037,0.000352037
62,160.202,0.68483,0.57699,1.1122,0.88174,0.86867,0.91552,0.78382,0.64318,0.50634,1.10365,0.000337325,0.000337325,0.000337325
63,162.747,0.67552,0.57655,1.10262,0.90437,0.85529,0.90596,0.78006,0.67779,0.54331,1.12812,0.000322778,0.000322778,0.000322778
64,165.288,0.65841,0.56007,1.09806,0.91032,0.84529,0.90602,0.77216,0.72253,0.59187,1.14794,0.000308412,0.000308412,0.000308412
65,167.836,0.68291,0.56223,1.10726,0.87056,0.87529,0.91263,0.76651,0.68129,0.56271,1.11496,0.000294239,0.000294239,0.000294239
66,170.334,0.69168,0.56474,1.09426,0.89701,0.86881,0.91742,0.76584,0.70148,0.56263,1.13551,0.000280275,0.000280275,0.000280275
67,172.876,0.67923,0.56866,1.10236,0.8851,0.86529,0.91401,0.77056,0.70513,0.54405,1.14197,0.000266532,0.000266532,0.000266532
68,175.395,0.66964,0.53273,1.07597,0.9136,0.87143,0.92308,0.7883,0.66169,0.4977,1.11974,0.000253024,0.000253024,0.000253024
69,177.962,0.66321,0.54016,1.0896,0.94866,0.84529,0.92871,0.78342,0.68159,0.48499,1.14228,0.000239766,0.000239766,0.000239766
70,180.475,0.66042,0.55357,1.08738,0.91929,0.85529,0.92656,0.76843,0.69823,0.48115,1.1597,0.000226769,0.000226769,0.000226769
71,183.039,0.6354,0.52051,1.09137,0.98015,0.82679,0.91649,0.78024,0.67203,0.46571,1.13066,0.000214046,0.000214046,0.000214046
72,185.599,0.62396,0.51043,1.07711,0.91968,0.85303,0.92466,0.78831,0.67532,0.49277,1.11641,0.000201611,0.000201611,0.000201611
73,188.185,0.61656,0.4891,1.06723,0.98575,0.80674,0.92147,0.79474,0.66932,0.48585,1.10874,0.000189475,0.000189475,0.000189475
74,190.665,0.62473,0.49769,1.08785,0.88324,0.88218,0.92487,0.79095,0.66338,0.47617,1.10488,0.000177651,0.000177651,0.000177651
75,193.284,0.62758,0.49596,1.08926,0.9406,0.84529,0.92741,0.80616,0.65084,0.47032,1.10286,0.000166149,0.000166149,0.000166149
76,195.941,0.60224,0.47965,1.05897,0.88716,0.88456,0.92693,0.80604,0.65573,0.45479,1.11737,0.000154982,0.000154982,0.000154982
77,198.487,0.6087,0.48481,1.06812,0.88808,0.88529,0.92684,0.80116,0.6698,0.44412,1.12897,0.000144161,0.000144161,0.000144161
78,201.087,0.62571,0.50925,1.07959,0.91629,0.86948,0.92857,0.78978,0.68016,0.44274,1.14791,0.000133695,0.000133695,0.000133695
79,203.579,0.59718,0.47938,1.05029,0.921,0.86544,0.92894,0.80104,0.66289,0.44844,1.13911,0.000123596,0.000123596,0.000123596
80,206.189,0.5557,0.46066,1.04026,0.93378,0.86026,0.9268,0.80564,0.65463,0.47298,1.13756,0.000113873,0.000113873,0.000113873
81,208.693,0.59352,0.48402,1.06838,0.92917,0.86236,0.92676,0.79488,0.65712,0.48172,1.13625,0.000104537,0.000104537,0.000104537
82,211.259,0.61343,0.49535,1.08296,0.93945,0.86318,0.92541,0.79466,0.66893,0.48521,1.13781,9.55951e-05,9.55951e-05,9.55951e-05
83,213.786,0.59889,0.48987,1.06418,0.93074,0.87448,0.92707,0.78369,0.68837,0.48579,1.14785,8.70577e-05,8.70577e-05,8.70577e-05
84,216.378,0.5984,0.47185,1.06312,0.88964,0.88799,0.91841,0.79077,0.68718,0.47757,1.14732,7.89327e-05,7.89327e-05,7.89327e-05
85,218.882,0.58234,0.47538,1.05926,0.8925,0.88641,0.91393,0.78322,0.68582,0.47147,1.14799,7.12282e-05,7.12282e-05,7.12282e-05
86,221.487,0.62642,0.51129,1.08404,0.9106,0.85732,0.91449,0.785,0.67322,0.47014,1.14502,6.39518e-05,6.39518e-05,6.39518e-05
87,223.996,0.57987,0.4759,1.05329,0.87352,0.9,0.91603,0.78298,0.67127,0.47038,1.14246,5.71106e-05,5.71106e-05,5.71106e-05
88,226.599,0.58453,0.47268,1.05917,0.88068,0.88644,0.91816,0.78949,0.67166,0.47566,1.13443,5.07115e-05,5.07115e-05,5.07115e-05
89,229.103,0.59401,0.47047,1.06485,0.8821,0.89612,0.91567,0.78789,0.68002,0.4787,1.14043,4.47606e-05,4.47606e-05,4.47606e-05
90,231.661,0.61671,0.49587,1.05352,0.88441,0.9,0.91721,0.78509,0.6774,0.48444,1.13598,3.9264e-05,3.9264e-05,3.9264e-05
91,243.974,0.47224,0.42124,0.97047,0.93213,0.86095,0.91652,0.7923,0.66323,0.47526,1.13079,3.4227e-05,3.4227e-05,3.4227e-05
92,246.67,0.47937,0.41126,0.98071,0.92603,0.86349,0.91964,0.79749,0.65588,0.47226,1.13043,2.96546e-05,2.96546e-05,2.96546e-05
93,249.339,0.45895,0.37154,0.96201,0.95768,0.84796,0.92021,0.79779,0.64572,0.48018,1.11967,2.55513e-05,2.55513e-05,2.55513e-05
94,252.029,0.4675,0.4023,0.9791,0.96101,0.84387,0.9177,0.7955,0.63578,0.47314,1.12094,2.19212e-05,2.19212e-05,2.19212e-05
95,254.692,0.46275,0.37448,0.96588,0.96215,0.84204,0.91622,0.79608,0.63439,0.47477,1.12239,1.87678e-05,1.87678e-05,1.87678e-05
96,257.356,0.45331,0.36153,0.96842,0.96332,0.84102,0.91719,0.79487,0.63458,0.47841,1.12304,1.60943e-05,1.60943e-05,1.60943e-05
97,259.886,0.42843,0.32976,0.93745,0.96466,0.83873,0.91566,0.79708,0.63899,0.47173,1.12586,1.39032e-05,1.39032e-05,1.39032e-05
98,262.449,0.44407,0.32999,0.96136,0.96529,0.83876,0.91556,0.79644,0.64132,0.46657,1.12259,1.21968e-05,1.21968e-05,1.21968e-05
99,265.09,0.45014,0.35512,0.96142,0.96566,0.83775,0.91575,0.79818,0.64604,0.46934,1.12395,1.09768e-05,1.09768e-05,1.09768e-05
100,267.649,0.43529,0.33079,0.95165,0.96664,0.83748,0.91846,0.79531,0.65048,0.47156,1.12713,1.02443e-05,1.02443e-05,1.02443e-05
