epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.59179,1.10752,4.74777,1.43327,0.00032,0.23529,0.00643,0.00246,1.95019,3.91155,2.75512,9.52381e-05,9.52381e-05,0.0810476
2,4.47896,1.02273,3.31527,1.32158,0.05833,0.11898,0.03903,0.02442,1.42661,4.03765,2.02605,0.00019519,0.00019519,0.0611476
3,6.32508,1.01218,2.73052,1.30874,0.02691,0.67257,0.29167,0.19013,1.15312,3.61308,1.6445,0.00029495,0.00029495,0.0412473
4,8.10074,1.00812,2.36605,1.29627,0.04332,0.69984,0.20426,0.16002,0.97135,3.50805,1.28615,0.00039437,0.00039437,0.0213468
5,9.83857,1.06102,2.26593,1.33273,0.73217,0.28175,0.39294,0.33015,0.92188,2.61181,1.3097,0.000493305,0.000493305,0.00144569
6,11.6731,1.01388,2.04227,1.2839,0.50517,0.38111,0.50683,0.39306,0.94481,2.15806,1.3063,0.000496953,0.000496953,0.000496953
7,13.3959,1.02012,1.93035,1.26207,0.46287,0.48725,0.53867,0.41257,1.04116,1.85866,1.40886,0.000495616,0.000495616,0.000495616
8,15.1419,1.00196,1.86701,1.27499,0.44759,0.4754,0.41735,0.33548,0.97205,1.98077,1.26601,0.000494039,0.000494039,0.000494039
9,16.8669,1.04681,1.83457,1.25099,0.52428,0.50102,0.48558,0.39224,0.93589,1.72215,1.23608,0.000492224,0.000492224,0.000492224
10,18.5848,0.96981,1.69295,1.23661,0.58642,0.44057,0.4816,0.40543,0.98791,1.62126,1.27473,0.000490173,0.000490173,0.000490173
11,20.3341,0.99614,1.6624,1.24823,0.59131,0.63145,0.63237,0.48485,0.95857,1.38908,1.25456,0.000487886,0.000487886,0.000487886
12,22.0964,0.97145,1.56539,1.24287,0.63647,0.66566,0.65948,0.53181,0.91936,1.3913,1.26871,0.000485368,0.000485368,0.000485368
13,23.7994,1.01162,1.58124,1.25024,0.69816,0.60168,0.66245,0.49035,0.98733,1.68145,1.30339,0.00048262,0.00048262,0.00048262
14,25.4938,0.99263,1.44765,1.22536,0.56251,0.62885,0.60749,0.48423,0.9579,1.41122,1.28313,0.000479644,0.000479644,0.000479644
15,27.2091,0.96068,1.48066,1.2344,0.56463,0.74295,0.68683,0.5079,0.9527,1.50773,1.30341,0.000476445,0.000476445,0.000476445
16,28.9924,0.98864,1.36489,1.23685,0.65072,0.68179,0.72425,0.58936,0.88655,1.2373,1.22404,0.000473024,0.000473024,0.000473024
17,30.7238,0.98766,1.38167,1.22138,0.56231,0.68741,0.63656,0.46282,1.11559,1.40174,1.44707,0.000469386,0.000469386,0.000469386
18,32.4634,0.96949,1.32274,1.21314,0.62214,0.69581,0.73059,0.58188,0.8891,1.42581,1.27292,0.000465534,0.000465534,0.000465534
19,34.1969,0.98686,1.32596,1.24289,0.65903,0.70515,0.72942,0.57253,0.96827,1.38379,1.26178,0.000461471,0.000461471,0.000461471
20,35.9929,0.92901,1.22177,1.18992,0.72337,0.71223,0.75392,0.58053,0.87224,1.25628,1.26074,0.000457202,0.000457202,0.000457202
21,37.7562,0.95015,1.25507,1.22217,0.70338,0.76529,0.75805,0.60677,0.94041,1.1003,1.28378,0.000452732,0.000452732,0.000452732
22,39.5044,0.97626,1.3194,1.20223,0.74985,0.68465,0.76811,0.61141,0.88877,1.11968,1.23706,0.000448063,0.000448063,0.000448063
23,41.2543,0.93406,1.16967,1.18428,0.66913,0.69117,0.71219,0.52727,1.04486,1.3344,1.43659,0.000443202,0.000443202,0.000443202
24,43.0082,0.85652,1.12445,1.16301,0.74604,0.6864,0.70176,0.57516,0.89421,1.37568,1.292,0.000438152,0.000438152,0.000438152
25,44.7534,0.92421,1.14824,1.17932,0.75711,0.67588,0.76102,0.63416,0.89106,1.1181,1.26712,0.00043292,0.00043292,0.00043292
26,46.4268,0.92303,1.06831,1.16182,0.75797,0.70596,0.79528,0.65847,0.84879,1.13702,1.21968,0.000427509,0.000427509,0.000427509
27,48.1441,0.92422,1.06924,1.17652,0.73593,0.76299,0.79081,0.64137,0.86542,1.02352,1.26201,0.000421925,0.000421925,0.000421925
