epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.49222,1.16477,4.63376,1.46384,0,0,0,0,3.19795,4.2744,2.68372,9.52381e-05,9.52381e-05,0.0810476
2,4.31413,1.06624,3.30393,1.34927,0,0,0,0,3.03325,4.38272,2.74054,0.00019519,0.00019519,0.0611476
3,6.14679,1.05654,2.64657,1.31449,0.07746,0.59059,0.17352,0.08634,1.72255,3.75836,1.91774,0.00029495,0.00029495,0.0412473
4,8.01579,1.05025,2.30692,1.2987,0.03274,0.67484,0.30976,0.24521,1.15351,3.24554,1.45294,0.00039437,0.00039437,0.0213468
5,9.80857,1.07355,2.24308,1.32922,0.92613,0.08819,0.44166,0.34955,0.97699,2.62779,1.29291,0.000493305,0.000493305,0.00144569
6,11.557,1.02704,2.03338,1.28124,0.73711,0.37417,0.56645,0.455,0.98259,2.12641,1.3015,0.000496953,0.000496953,0.000496953
7,13.3083,1.0415,1.97297,1.28486,0.69159,0.37149,0.52493,0.38981,1.01158,2.01473,1.35346,0.000495616,0.000495616,0.000495616
8,15.0033,1.01986,1.94542,1.27548,0.47202,0.52211,0.5194,0.3823,1.05885,1.77684,1.4303,0.000494039,0.000494039,0.000494039
9,16.7634,1.04635,1.90905,1.26875,0.78691,0.49863,0.57543,0.45566,0.97035,1.48034,1.33069,0.000492224,0.000492224,0.000492224
10,18.4775,1.00406,1.73477,1.25481,0.69008,0.63029,0.7119,0.54927,0.96935,1.4229,1.34194,0.000490173,0.000490173,0.000490173
11,20.2048,1.02389,1.66289,1.27596,0.5876,0.69345,0.67742,0.51094,1.04761,1.42461,1.32813,0.000487886,0.000487886,0.000487886
12,21.918,0.99321,1.5365,1.24774,0.66343,0.64785,0.71968,0.55313,1.01304,1.34484,1.34409,0.000485368,0.000485368,0.000485368
