epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,58.4907,0.80279,0.74632,1.13749,0.89405,0.83529,0.87584,0.70079,0.85446,0.73347,1.25282,0.000643101,0.000643101,0.000643101
43,59.8314,0.80588,0.73909,1.1558,0.89682,0.84358,0.88272,0.69644,0.85356,0.69224,1.26015,0.000628101,0.000628101,0.000628101
44,61.1505,0.76556,0.70382,1.12036,0.73695,0.76236,0.83836,0.6707,0.84626,1.20815,1.25699,0.000612981,0.000612981,0.000612981
45,62.467,0.79899,0.7238,1.17479,0.84463,0.85029,0.86317,0.71883,0.8183,0.67793,1.23638,0.000597754,0.000597754,0.000597754
46,63.8021,0.77619,0.70652,1.14245,0.90731,0.81029,0.87847,0.7134,0.83599,0.6641,1.228,0.000582435,0.000582435,0.000582435
47,65.223,0.78279,0.70803,1.12829,0.90741,0.87808,0.89346,0.72714,0.81783,0.65596,1.22481,0.00056704,0.00056704,0.00056704
48,66.585,0.77173,0.70832,1.12856,0.93057,0.82197,0.87558,0.69215,0.82036,0.73504,1.20581,0.000551584,0.000551584,0.000551584
49,67.9458,0.77529,0.72353,1.13337,0.90224,0.84451,0.88471,0.70079,0.84704,0.77492,1.22768,0.000536081,0.000536081,0.000536081
50,69.2977,0.75123,0.67341,1.12006,0.87996,0.8333,0.89828,0.70968,0.8371,0.68504,1.19578,0.000520548,0.000520548,0.000520548
51,70.6428,0.74447,0.63883,1.1286,0.93207,0.84226,0.90723,0.7579,0.73142,0.58733,1.15291,0.000505,0.000505,0.000505
52,72.0472,0.75263,0.72784,1.16653,0.83427,0.88899,0.89325,0.74344,0.75562,0.60547,1.16936,0.000489452,0.000489452,0.000489452
53,73.4292,0.72481,0.63492,1.12044,0.88457,0.86907,0.89011,0.70557,0.80637,0.62634,1.18765,0.000473919,0.000473919,0.000473919
54,74.7508,0.73111,0.66032,1.11907,0.9011,0.85529,0.89186,0.71158,0.80185,0.68016,1.19153,0.000458416,0.000458416,0.000458416
55,76.0658,0.77001,0.65895,1.13077,0.91271,0.82911,0.85639,0.69716,0.79597,0.68146,1.21141,0.00044296,0.00044296,0.00044296
56,77.4345,0.73601,0.67182,1.11906,0.94257,0.81291,0.90323,0.73309,0.76081,0.63388,1.15973,0.000427565,0.000427565,0.000427565
57,78.8105,0.72993,0.63938,1.11503,0.90311,0.88516,0.90348,0.75289,0.7458,0.61728,1.16135,0.000412246,0.000412246,0.000412246
58,80.1037,0.70326,0.63776,1.08353,0.86967,0.83529,0.87733,0.72803,0.74822,0.62763,1.16496,0.000397019,0.000397019,0.000397019
59,81.481,0.71874,0.65405,1.09922,0.90287,0.85396,0.89694,0.74036,0.74354,0.58066,1.14507,0.000381899,0.000381899,0.000381899
60,82.8353,0.73887,0.62343,1.11784,0.87928,0.86786,0.88149,0.71786,0.83561,0.68438,1.22622,0.000366899,0.000366899,0.000366899
61,84.1815,0.67216,0.58422,1.07729,0.91692,0.86964,0.88021,0.74478,0.77465,0.63241,1.16968,0.000352037,0.000352037,0.000352037
62,85.5111,0.69091,0.61172,1.07998,0.91921,0.86827,0.89752,0.75575,0.72717,0.58816,1.14241,0.000337325,0.000337325,0.000337325
63,86.8714,0.70165,0.58912,1.09033,0.91421,0.8746,0.90429,0.74419,0.74775,0.59458,1.18069,0.000322778,0.000322778,0.000322778
64,88.2736,0.68245,0.58053,1.09163,0.95071,0.84529,0.89845,0.75264,0.72834,0.65516,1.13843,0.000308412,0.000308412,0.000308412
65,89.5902,0.72056,0.59839,1.10999,0.90851,0.84383,0.88203,0.75552,0.75032,0.65995,1.15252,0.000294239,0.000294239,0.000294239
66,90.9397,0.70226,0.58459,1.07488,0.93685,0.85218,0.90875,0.74358,0.76193,0.58999,1.16398,0.000280275,0.000280275,0.000280275
67,92.2393,0.68439,0.5824,1.08415,0.9128,0.85205,0.90219,0.73486,0.74902,0.59456,1.1616,0.000266532,0.000266532,0.000266532
68,93.6076,0.69292,0.58219,1.07292,0.92118,0.84264,0.90604,0.73067,0.75026,0.61274,1.16595,0.000253024,0.000253024,0.000253024
69,94.9156,0.66846,0.55452,1.06446,0.91779,0.84205,0.89858,0.76431,0.74616,0.59854,1.16759,0.000239766,0.000239766,0.000239766
70,96.355,0.69349,0.58494,1.07389,0.9249,0.83813,0.8981,0.76694,0.74301,0.61391,1.14612,0.000226769,0.000226769,0.000226769
71,97.6863,0.64735,0.55491,1.06826,0.92482,0.8416,0.89843,0.76106,0.73501,0.61638,1.14145,0.000214046,0.000214046,0.000214046
72,99.0459,0.66007,0.54593,1.07132,0.9306,0.83171,0.89867,0.74964,0.72027,0.58357,1.14232,0.000201611,0.000201611,0.000201611
73,100.357,0.61882,0.51814,1.04565,0.93021,0.83564,0.90308,0.75316,0.73119,0.58064,1.14953,0.000189475,0.000189475,0.000189475
74,101.711,0.64786,0.5375,1.07811,0.9178,0.87095,0.91163,0.74571,0.75026,0.59072,1.16108,0.000177651,0.000177651,0.000177651
75,103.049,0.63327,0.5275,1.0691,0.91751,0.87027,0.91299,0.74108,0.73283,0.58377,1.13719,0.000166149,0.000166149,0.000166149
76,104.443,0.62584,0.5164,1.05361,0.95827,0.86313,0.90617,0.75395,0.75074,0.57156,1.15362,0.000154982,0.000154982,0.000154982
77,105.802,0.63494,0.51234,1.06722,0.92068,0.87952,0.89956,0.75157,0.74521,0.57628,1.16122,0.000144161,0.000144161,0.000144161
78,107.174,0.63793,0.5364,1.06247,0.93342,0.87672,0.9021,0.76171,0.72526,0.57683,1.14787,0.000133695,0.000133695,0.000133695
79,108.558,0.6269,0.52376,1.0436,0.94368,0.86648,0.90328,0.76578,0.72167,0.5842,1.14906,0.000123596,0.000123596,0.000123596
80,109.891,0.57113,0.50969,1.02546,0.92338,0.84529,0.90809,0.76346,0.72297,0.58668,1.14637,0.000113873,0.000113873,0.000113873
81,111.336,0.61302,0.52302,1.05537,0.91385,0.84529,0.90659,0.76427,0.7131,0.57771,1.1446,0.000104537,0.000104537,0.000104537
82,112.672,0.63453,0.53473,1.0687,0.92808,0.83536,0.90399,0.76208,0.70829,0.55426,1.14472,9.55951e-05,9.55951e-05,9.55951e-05
83,114.015,0.5983,0.51373,1.03954,0.92276,0.85278,0.90813,0.76893,0.70911,0.55723,1.15195,8.70577e-05,8.70577e-05,8.70577e-05
84,115.445,0.59296,0.50309,1.04249,0.87676,0.89456,0.90465,0.76845,0.7274,0.56075,1.16508,7.89327e-05,7.89327e-05,7.89327e-05
85,116.808,0.602,0.49208,1.05028,0.88019,0.90621,0.91037,0.77252,0.72405,0.54116,1.16087,7.12282e-05,7.12282e-05,7.12282e-05
86,118.174,0.63436,0.54464,1.06353,0.88945,0.87877,0.91214,0.77176,0.73896,0.53528,1.18528,6.39518e-05,6.39518e-05,6.39518e-05
