epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.17845,1.24299,3.07808,1.53792,0.00094,0.41043,0.00804,0.00089,3.29857,4.34171,3.68665,0.0002,0.0002,0.0802
2,3.65525,1.21147,2.30829,1.47461,0.00075,0.35147,0.00172,0.00034,3.05395,3.86882,3.23687,0.0004099,0.0004099,0.0594099
3,5.16194,1.21371,1.8918,1.44952,0.83299,0.12942,0.28458,0.166,1.35363,3.11981,1.75514,0.000619394,0.000619394,0.0386194
4,6.59186,1.17694,1.59993,1.41637,0.43277,0.44345,0.43626,0.24545,1.31643,2.42465,1.86632,0.000828177,0.000828177,0.0178282
5,8.08644,1.16947,1.56257,1.41438,0.46795,0.43425,0.41283,0.20138,1.75571,2.47481,2.20671,0.000996097,0.000996097,0.000996097
6,9.4373,1.11839,1.39862,1.37574,0.4524,0.28834,0.36661,0.1888,1.74896,2.17174,1.99914,0.000993906,0.000993906,0.000993906
7,10.8568,1.11551,1.36845,1.37128,0.4402,0.46954,0.45979,0.28968,1.47833,1.96124,1.84617,0.000991232,0.000991232,0.000991232
8,12.2914,1.0898,1.28446,1.3605,0.69543,0.46759,0.50532,0.27902,1.4599,1.99245,1.86618,0.000988079,0.000988079,0.000988079
9,13.6892,1.12444,1.32092,1.35401,0.70409,0.65456,0.69153,0.46172,1.20591,1.3943,1.61812,0.000984449,0.000984449,0.000984449
10,15.0856,1.05009,1.18754,1.31895,0.59966,0.6192,0.58317,0.38755,1.22929,1.75016,1.60444,0.000980345,0.000980345,0.000980345
11,16.5388,1.09248,1.20384,1.36599,0.62905,0.58976,0.63933,0.43337,1.23225,1.79719,1.534,0.000975773,0.000975773,0.000975773
12,17.9176,1.01676,1.14124,1.31849,0.78447,0.74266,0.7942,0.56651,1.0407,1.06732,1.40138,0.000970736,0.000970736,0.000970736
13,19.3333,1.02836,1.11271,1.2979,0.70404,0.68247,0.70601,0.49167,1.1113,1.46667,1.53293,0.000965239,0.000965239,0.000965239
14,20.7544,0.97087,1.06484,1.27301,0.77896,0.79727,0.81506,0.61125,0.96806,0.96627,1.374,0.000959289,0.000959289,0.000959289
15,22.1639,0.98627,1.06467,1.29841,0.84138,0.84532,0.84135,0.6424,0.98465,0.97221,1.37145,0.000952889,0.000952889,0.000952889
16,23.5417,0.96342,1.0335,1.27991,0.85474,0.60238,0.76661,0.50625,1.25953,1.28965,1.58524,0.000946048,0.000946048,0.000946048
17,24.966,0.99804,1.03985,1.27907,0.68442,0.75917,0.76209,0.583,1.0894,0.96719,1.49627,0.000938772,0.000938772,0.000938772
18,26.3005,0.96442,0.98322,1.25863,0.66573,0.82776,0.7668,0.58586,0.9424,1.14231,1.35719,0.000931067,0.000931067,0.000931067
19,27.6886,0.92709,0.97514,1.25589,0.83583,0.83121,0.82386,0.60745,1.00359,0.91875,1.39317,0.000922942,0.000922942,0.000922942
20,29.0751,0.93996,0.95857,1.23752,0.82613,0.85856,0.85542,0.68343,0.926,0.88376,1.31522,0.000914405,0.000914405,0.000914405
21,30.4437,0.96452,0.95273,1.27146,0.88169,0.77029,0.83216,0.61122,1.02664,0.9208,1.44473,0.000905463,0.000905463,0.000905463
22,31.8349,0.95849,0.96029,1.25117,0.78401,0.81749,0.81176,0.66852,0.84954,0.86463,1.20158,0.000896127,0.000896127,0.000896127
23,33.1954,0.95583,0.91038,1.23887,0.82592,0.82246,0.83744,0.62197,0.89869,0.85316,1.26859,0.000886404,0.000886404,0.000886404
24,34.5924,0.86498,0.87259,1.21449,0.79963,0.845,0.84698,0.64713,0.93287,0.91565,1.30836,0.000876305,0.000876305,0.000876305
25,35.9672,0.88575,0.87695,1.20828,0.80937,0.805,0.82811,0.64728,0.89126,0.854,1.31681,0.000865839,0.000865839,0.000865839
26,37.3621,0.86725,0.87174,1.19793,0.91181,0.80131,0.8916,0.68066,0.87648,0.80171,1.28305,0.000855018,0.000855018,0.000855018
27,38.7755,0.88405,0.85588,1.19804,0.85284,0.90596,0.89562,0.66116,0.90688,0.82974,1.31249,0.000843851,0.000843851,0.000843851
28,40.2412,0.86688,0.85631,1.19421,0.86409,0.80372,0.84935,0.66153,0.8201,0.87306,1.21309,0.000832349,0.000832349,0.000832349
29,41.6029,0.86169,0.89493,1.18437,0.87986,0.81458,0.84257,0.68069,0.84294,0.88286,1.23877,0.000820525,0.000820525,0.000820525
30,42.9566,0.85325,0.81729,1.21428,0.72984,0.77907,0.8282,0.6523,0.90962,0.93663,1.26264,0.000808389,0.000808389,0.000808389
31,44.3667,0.89166,0.90216,1.20753,0.82283,0.69685,0.8288,0.64498,0.9367,1.14088,1.28128,0.000795954,0.000795954,0.000795954
32,45.7829,0.90431,0.86492,1.22156,0.82726,0.80029,0.84178,0.65797,0.83484,0.86293,1.25791,0.000783231,0.000783231,0.000783231
33,47.1491,0.88035,0.84307,1.21612,0.84939,0.8271,0.81535,0.59802,0.94012,0.84937,1.36568,0.000770234,0.000770234,0.000770234
34,48.5749,0.85888,0.84244,1.20993,0.90804,0.76521,0.84987,0.63524,0.99836,0.84961,1.38371,0.000756976,0.000756976,0.000756976
35,49.9727,0.85513,0.80807,1.19224,0.90642,0.78137,0.8589,0.69349,0.8636,0.77459,1.26488,0.000743468,0.000743468,0.000743468
36,51.3668,0.87116,0.87987,1.19254,0.90256,0.83657,0.90888,0.71091,0.81773,0.70932,1.21106,0.000729725,0.000729725,0.000729725
37,52.7662,0.82092,0.76859,1.17854,0.84839,0.85798,0.88971,0.70908,0.82257,0.7652,1.23208,0.000715761,0.000715761,0.000715761
38,54.1559,0.79193,0.7632,1.14702,0.86229,0.89,0.89211,0.71083,0.83025,0.69445,1.23599,0.000701588,0.000701588,0.000701588
39,55.5197,0.82735,0.79853,1.17426,0.90829,0.87,0.88699,0.71962,0.8098,0.66436,1.21456,0.000687222,0.000687222,0.000687222
40,56.999,0.81648,0.75449,1.16641,0.90711,0.88197,0.91155,0.69686,0.82368,0.7886,1.17647,0.000672675,0.000672675,0.000672675
